filepath,song,artist,album
2008/01/01/1199167200623_69062.wav,You and Me,Lifehouse,Lifehouse
2008/01/01/1199167200624_33642.wav,I'm Shakin',Rooney,Rooney
2008/01/01/1199167200625_15932.wav,Wonderwall,Ryan Adams,Love Is Hell
2008/01/01/1199167200625_99653.wav,Can't Fight This Feeling,REO Speedwagon,REO Speedwagon: The Hits
2008/01/01/1199167200626_21085.wav,Summer Love,Justin Timberlake,FutureSex/LoveSounds
2008/01/01/1199167200626_41371.wav,Don't Be Cruel,Cheap Trick,The Greatest Hits
2008/01/01/1199167200626_64234.wav,Amazed,Lonestar,Lonely Grill
2008/01/01/1199167200626_73088.wav,Barracuda,Heart,Little Queen
2008/01/01/1199167200627_69386.wav,You'll Think Of Me,Keith Urban,Golden Road
2008/01/01/1199167200627_95951.wav,Making Memories of Us,Keith Urban,Be Here
2008/01/01/1199167200627_98527.wav,Blue Tarp Blues,Sonny Landreth,From the Reach
2008/01/01/1199167200628_60531.wav,Seven Year Ache,Rosanne Cash,Seven Year Ache
2008/01/01/1199167200629_68260.wav,Unfaithful,Rihanna,A Girl Like Me
2008/01/01/1199167200629_97401.wav,Landslide,Dixie Chicks,Home
2008/01/01/1199167200630_15130.wav,She's Got You,Patsy Cline,Patsy Cline's Greatest Hits
2008/01/01/1199167200630_32840.wav,Dream Police,Cheap Trick,Dream Police (Bonus Track Version)
2008/01/01/1199167200630_75989.wav,When I Look In Your Eyes,The Romantics,The Romantics
2008/01/01/1199167200630_82268.wav,In Bloom,Nirvana,Nevermind
2008/01/01/1199167200631_40569.wav,There She Goes,The La's,The La's
2008/01/01/1199167200633_28012.wav,Walkin' After Midnight,Patsy Cline,Patsy Cline's Greatest Hits
2008/01/01/1199167200634_35740.wav,No Air Duet (With Chris Brown) [Main Version],Jordin Sparks & Chris Brown,No Air Duet (With Chris Brown) - Single
2008/01/01/1199167200634_64882.wav,The Chain,Fleetwood Mac,Rumours
2008/01/01/1199167200634_96599.wav,Happy Together,The Turtles,Happy Together
2008/01/01/1199167200635_20607.wav,La Grange,ZZ Top,"Chrome, Smoke & BBQ: The ZZ Top Box (Box Set) [Remastered]"
2008/01/01/1199167200635_47172.wav,Even Flow,Pearl Jam,Ten
2008/01/01/1199167200635_99176.wav,Pressure Drop,Toots & The Maytals,The Very Best of Toots & the Maytals
2008/01/01/1199167200636_72611.wav,Rebel Yell,Billy Idol,Rebel Yell
2008/01/01/1199167200638_44920.wav,Walkin' After Midnight,Patsy Cline,Patsy Cline's Greatest Hits
2008/01/01/1199167200638_76637.wav,Breathe,Michelle Branch,Hotel Paper
2008/01/01/1199167200638_94347.wav,The Man That I Am,James Otto,Sunset Man
2008/01/01/1199167200640_57801.wav,You Look So Good in Love,George Strait,George Strait's Greatest Hits
2008/01/01/1199167200640_86942.wav,No Air Duet (With Chris Brown) [Main Version],Jordin Sparks & Chris Brown,No Air Duet (With Chris Brown) - Single
2008/01/01/1199167200641_10950.wav,Bigger Than My Body,John Mayer,Heavier Things
2008/01/01/1199167200641_28660.wav,Soulja Girl,Soulja Boy Tell 'Em,Souljaboytellem.com
2008/01/01/1199167200641_71809.wav,(You Drive Me) Crazy,Britney Spears,...Baby One More Time
2008/01/01/1199167200643_50396.wav,Holy Water,Big & Rich,Horse of a Different Color
2008/01/01/1199167200644_55549.wav,Just Got Started Lovin' You,James Otto,Sunset Man
2008/01/01/1199167200644_87266.wav,Boombastic,Shaggy,The Best of Shaggy
2008/01/01/1199167200645_40415.wav,It's Not Over,Daughtry,Daughtry
2008/01/01/1199167200646_16427.wav,Wherever You Will Go,The Calling,Camino Palmero
2008/01/01/1199167200646_36713.wav,We Will Rock You,Queen,Queen: Greatest Hits
2008/01/01/1199167200646_48144.wav,All Right Now,Free,Fire and Water
2008/01/01/1199167200647_33010.wav,In Bloom,Nirvana,Nevermind
2008/01/01/1199167200647_50720.wav,Slither,Velvet Revolver,Contraband
2008/01/01/1199167200648_29308.wav,1979,Smashing Pumpkins,Mellon Collie and the Infinite Sadness
2008/01/01/1199167200648_47018.wav,Stickwitu,The Pussycat Dolls,PCD
2008/01/01/1199167200648_49594.wav,Breath,Breaking Benjamin,Phobia
2008/01/01/1199167200648_85014.wav,I'm So Hood,DJ Khaled,I'm So Hood - Single
2008/01/01/1199167200649_43316.wav,Joy to the World,Three Dog Night,Naturally
2008/01/01/1199167200649_63602.wav,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction
2008/01/01/1199167200649_81312.wav,"Screw You, We're from Texas",Ray Wylie Hubbard,Growl
2008/01/01/1199167200650_48468.wav,How Soon Is Now?,The Smiths,The Sound of the Smiths (Deluxe Edition) [Remastered]
2008/01/01/1199167200650_75033.wav,Money,Pink Floyd,The Dark Side of the Moon (Remastered)
2008/01/01/1199167200651_51044.wav,Seven Year Ache,Rosanne Cash,Seven Year Ache
2008/01/01/1199167200651_62476.wav,Possum Kingdom,Toadies,Rubberneck
2008/01/01/1199167200652_15625.wav,I Fall to Pieces,Patsy Cline,Patsy Cline's Greatest Hits
2008/01/01/1199167200652_35911.wav,I Want You Back,*NSYNC,null
2008/01/01/1199167200652_90491.wav,Take a Bow,Rihanna,Good Girl Gone Bad: Reloaded
2008/01/01/1199167200653_23353.wav,Come As You Are,Nirvana,Nevermind
2008/01/01/1199167200653_52495.wav,Oh Lately It's So Quiet,OK Go,Oh No
2008/01/01/1199167200653_75357.wav,Stranglehold,Ted Nugent,Ted Nugent
2008/01/01/1199167200655_45090.wav,Refugee,Tom Petty & The Heartbreakers,Damn the Torpedoes (Deluxe Version)
2008/01/01/1199167200656_79384.wav,Christine's Tune (A.K.A. Devil in Disguise),The Flying Burrito Brothers,Hot Burritos! - The Flying Burrito Brothers Anthology 1969-1972
2008/01/01/1199167200656_88239.wav,Better Man,Pearl Jam,Vitalogy
2008/01/01/1199167200657_52819.wav,The Fool,Old 97's,Blame It on Gravity
2008/01/01/1199167200657_61674.wav,Don't Break My Heart,UB40,The Very Best of UB40: 1980 - 2000
2008/01/01/1199167200657_84536.wav,Beautiful,Christina Aguilera,Stripped
2008/01/01/1199167200658_28830.wav,When You're Gone,Avril Lavigne,The Best Damn Thing
2008/01/01/1199167200658_40261.wav,No Rain,Blind Melon,Blind Melon
2008/01/01/1199167200660_18849.wav,Long Haired Country Boy,The Charlie Daniels Band,The Essential Charlie Daniels Band
2008/01/01/1199167200660_50567.wav,Fool for Your Loving,Whitesnake,Slip of the Tongue
2008/01/01/1199167200660_59421.wav,King of Pain,The Police,Synchronicity (Remastered)
2008/01/01/1199167200660_70853.wav,Who Are You,The Who,Who Are You
2008/01/01/1199167200660_82284.wav,Learn to Fly,Foo Fighters,There Is Nothing Left to Lose
2008/01/01/1199167200660_88563.wav,Electric Boogie,Marcia Griffiths,Carousel
2008/01/01/1199167200660_99994.wav,Sailing,Christopher Cross,Christopher Cross
2008/01/01/1199167200661_35433.wav,Chiseled In Stone,Vern Gosdin,Chiseled In Stone
2008/01/01/1199167200661_73429.wav,Look At Miss Ohio,Gillian Welch,Soul Journey
2008/01/01/1199167200662_52017.wav,"Lullabye (Goodnight, My Angel)",Billy Joel,River of Dreams
2008/01/01/1199167200662_60872.wav,All You Ever Do Is Bring Me Down,The Mavericks,Music for All Occasions
2008/01/01/1199167200662_69727.wav,Mr. Brown,Bob Marley,The Very Best of Bob Marley
2008/01/01/1199167200662_81158.wav,Wonderwall,Ryan Adams,Love Is Hell
2008/01/01/1199167200662_90013.wav,New Slang,The Shins,"Oh, Inverted World"
2008/01/01/1199167200663_95166.wav,Rhinestone Cowboy,Glen Campbell,Rhinestone Cowboy
2008/01/01/1199167200664_42036.wav,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At the Disco,A Fever You Can't Sweat Out
2008/01/01/1199167200665_73753.wav,My Paper Heart,The All-American Rejects,The All-American Rejects
2008/01/01/1199167200665_76329.wav,Guitar Town,Steve Earle,Guitar Town
2008/01/01/1199167200665_85184.wav,Carry On Wayward Son,Kansas,The Best of Kansas
2008/01/01/1199167200666_11768.wav,La Grange,ZZ Top,"Chrome, Smoke & BBQ: The ZZ Top Box (Box Set) [Remastered]"
2008/01/01/1199167200666_49765.wav,Sunday Morning,Maroon 5,Songs About Jane
2008/01/01/1199167200667_37207.wav,The Good Life,Weezer,Pinkerton
2008/01/01/1199167200668_13218.wav,Gimme Three Steps,Lynyrd Skynyrd,All Time Greatest Hits
2008/01/01/1199167200668_39783.wav,I'm So Sick,Flyleaf,Flyleaf
2008/01/01/1199167200668_82932.wav,Groovin' (Out On Life),UB40,UB40: Greatest Hits
2008/01/01/1199167200669_18371.wav,Crazy,Gnarls Barkley,St. Elsewhere
2008/01/01/1199167200669_56367.wav,Hey There Delilah,Plain White T's,All That We Needed
2008/01/01/1199167200670_50089.wav,Get Up John,Emmylou Harris,Emmylou Harris and the Nash Ramblers At the Ryman
2008/01/01/1199167200671_14669.wav,Every Breath You Take,The Police,The Police
2008/01/01/1199167200671_98390.wav,Get Over It,Ok Go,OK Go
2008/01/01/1199167200672_92111.wav,Our House,Phantom Planet,Our House - Single
2008/01/01/1199167200673_85833.wav,Ching-a-Ling,Missy Elliott,Step Up 2 the Streets (Original Motion Picture Soundtrack)
2008/01/01/1199167200673_97264.wav,How You Remind Me,Nickelback,Silver Side Up
2008/01/01/1199167200673_99840.wav,Black Coffee in Bed,Squeeze,Squeeze: Greatest Hits
2008/01/01/1199167200674_14993.wav,Good Riddance (Time of Your Life),Green Day,Nimrod
2008/01/01/1199167200674_41558.wav,How to Save a Life,The Fray,How To Save A Life
2008/01/01/1199167200674_50413.wav,I Will Buy You a New Life,Everclear,So Much for the Afterglow
2008/01/01/1199167200675_96138.wav,The Circle Game,Joni Mitchell,Dreamland
2008/01/01/1199167200676_31577.wav,Before I Forget,Slipknot,Vol. 3: (The Subliminal Verses)
2008/01/01/1199167200676_60718.wav,Big Me,Foo Fighters,Foo Fighters
2008/01/01/1199167200676_72149.wav,I'll Be (LP Version),Edwin McCain,I'll Be - Single
2008/01/01/1199167200677_16443.wav,Drivin' My Life Away,Eddie Rabbitt,Horizon
2008/01/01/1199167200677_86157.wav,Singing in My Sleep,Semisonic,Feeling Strangely Fine
2008/01/01/1199167200678_71023.wav,All Around Me,Flyleaf,Flyleaf
2008/01/01/1199167200679_87607.wav,Supernova,Liz Phair,Whip-Smart
2008/01/01/1199167200680_52187.wav,Inconsolable,Backstreet Boys,Inconsolable - Single
2008/01/01/1199167200681_77626.wav,My Sharona,The Knack,Get the Knack
2008/01/01/1199167200682_94210.wav,Push,Matchbox Twenty,Yourself or Someone Like You
2008/01/01/1199167200683_20794.wav,Travelin' Soldier,Dixie Chicks,Home
2008/01/01/1199167200683_70221.wav,Glamorous,Fergie,The Dutchess
2008/01/01/1199167200683_81652.wav,Incense and Peppermint,Strawberry Alarm Clock,Incense & Peppermints
2008/01/01/1199167200684_37377.wav,Possum Kingdom,Toadies,Rubberneck
2008/01/01/1199167200685_22244.wav,Already Over,Red,End of Silence
2008/01/01/1199167200685_39954.wav,Black Hole Sun,Soundgarden,Superunknown
2008/01/01/1199167200685_42530.wav,Beep,The Pussycat Dolls,PCD
2008/01/01/1199167200685_69095.wav,Desire,Ryan Adams,Demolition
2008/01/01/1199167200686_24820.wav,Savin' Me,Nickelback,All the Right Reasons
2008/01/01/1199167200686_62816.wav,Big Me,Foo Fighters,Foo Fighters
2008/01/01/1199167200686_65393.wav,Los Pollitos Dicen,Jose Gonzalez & Banda Criolla,Caribbean Fiesta for Kids
2008/01/01/1199167200687_81976.wav,Rockin' the Suburbs,Ben Folds,Rockin' the Suburbs
2008/01/01/1199167200687_88255.wav,Just Another Day,Oingo Boingo,Dead Man's Party
2008/01/01/1199167200691_18865.wav,One Headlight,The Wallflowers,Bringing Down the Horse (with PDF Booklet)
2008/01/01/1199167200691_21442.wav,It's Not My Time,3 Doors Down,3 Doors Down (Bonus Track Version)
2008/01/01/1199167200691_41728.wav,Every Time You Say Goodbye,Alison Krauss & Union Station,Every Time You Say Goodbye
2008/01/01/1199167200691_70869.wav,Over,Evans Blue,The Melody and the Energetic Nature of Volume
2008/01/01/1199167200691_82301.wav,Always On My Mind,Willie Nelson,The Essential Willie Nelson
2008/01/01/1199167200692_67167.wav,Angel Flying Too Close to the Ground,Willie Nelson,The Essential Willie Nelson
2008/01/01/1199167200692_76022.wav,Customer,Raheem DeVaughn,Love Behind the Melody
2008/01/01/1199167200692_78598.wav,Could You Be Loved,Bob Marley & The Wailers,Legend (Deluxe Edition)
2008/01/01/1199167200693_49457.wav,You're Just a Country Boy,Alison Krauss,A Hundred Miles or More - A Collection
2008/01/01/1199167200694_19190.wav,"Tonight, Tonight",Smashing Pumpkins,The Smashing Pumpkins: Greatest Hits
2008/01/01/1199167200694_36900.wav,Convoy,C.W. McCall,The Best of C.W. McCall
2008/01/01/1199167200694_68617.wav,Desire,Ryan Adams,Demolition
2008/01/01/1199167200695_50907.wav,You,Jim Brickman,The Essential Jim Brickman
2008/01/01/1199167200696_64915.wav,Copperhead Road,Steve Earle,Copperhead Road
2008/01/01/1199167200697_34647.wav,Dream Police,Cheap Trick,Dream Police (Bonus Track Version)
2008/01/01/1199167200697_40926.wav,Photograph,Weezer,Weezer (Green Album)
2008/01/01/1199167200698_19514.wav,I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album
2008/01/01/1199167200698_39800.wav,Wanted Dead or Alive,Bon Jovi,Slippery When Wet
2008/01/01/1199167200698_57510.wav,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,Turn! Turn! Turn!
2008/01/01/1199167200699_33521.wav,Just Got Started Lovin' You,James Otto,Sunset Man
2008/01/01/1199167200699_74094.wav,Yellow Ledbetter,Pearl Jam,Lost Dogs
2008/01/01/1199167200699_82949.wav,"Get Up, Stand Up",Peter Tosh,Equal Rights
2008/01/01/1199167200700_36098.wav,Where Is My Mind?,Pixies,Surfer Rosa
2008/01/01/1199167200700_58960.wav,Maps,Yeah Yeah Yeahs,Fever to Tell
2008/01/01/1199167200700_70391.wav,Singing in My Sleep,Semisonic,Feeling Strangely Fine
2008/01/01/1199167200702_26116.wav,Me Love,Sean Kingston,Sean Kingston
2008/01/01/1199167200702_89552.wav,Convoy,C.W. McCall,The Best of C.W. McCall
2008/01/01/1199167200704_36422.wav,Middle Man,Jack Johnson,Brushfire Fairytales (Remastered) [Bonus Version]
2008/01/01/1199167200704_56708.wav,This Old Road,Kris Kristofferson,This Old Road
2008/01/01/1199167200704_68139.wav,American Girl,Tom Petty & The Heartbreakers,Tom Petty & The Heartbreakers
2008/01/01/1199167200705_64437.wav,Interstate Love Song,Stone Temple Pilots,Thank You
2008/01/01/1199167200706_11307.wav,Bad Boys,Inner Circle,The Stars of Reggae Sunsplash
2008/01/01/1199167200706_67013.wav,I Get It,Chevelle,Vena Sera
2008/01/01/1199167200706_81021.wav,Rooftops (A Liberation Broadcast),Lostprophets,Liberation Transmission
2008/01/01/1199167200706_89876.wav,Buffalo Soldier,Bob Marley & The Wailers,Legend (Deluxe Edition)
2008/01/01/1199167200707_65887.wav,All You Ever Do Is Bring Me Down,The Mavericks,Music for All Occasions
2008/01/01/1199167200708_27891.wav,Wild Night,Van Morrison,Still On Top - The Greatest Hits
2008/01/01/1199167200708_39322.wav,Say Goodbye,Chris Brown,Chris Brown
2008/01/01/1199167200708_50753.wav,Would?,Alice In Chains,Greatest Hits
2008/01/01/1199167200708_88750.wav,Come Away With Me,Norah Jones,Come Away With Me
2008/01/01/1199167200709_33043.wav,Behind Closed Doors,Charlie Rich,Love Songs
2008/01/01/1199167200709_67337.wav,Even Flow,Pearl Jam,Ten
2008/01/01/1199167200709_93902.wav,Cupid's Chokehold / Breakfast in America (feat. Patrick Stump) [Radio Mix],Gym Class Heroes featuring Patrick Stump,As Cruel As School Children
2008/01/01/1199167200710_52203.wav,Realize,Colbie Caillat,Coco
2008/01/01/1199167200711_34494.wav,Closing Time,Semisonic,Feeling Strangely Fine
2008/01/01/1199167200711_86497.wav,Low (feat. T-Pain),Flo Rida,Mail On Sunday
2008/01/01/1199167200712_68787.wav,She Will Be Loved,Maroon 5,Songs About Jane
2008/01/01/1199167200712_82795.wav,Déjà Vu,Beyoncé,Déjà Vu (feat. Jay-Z) - Single
2008/01/01/1199167200713_47375.wav,On the Other Hand,Randy Travis,I Told You So - The Ultimate Hits of Randy Travis
2008/01/01/1199167200713_73940.wav,Te Quiero,Flex,Te Quiero
2008/01/01/1199167200713_85371.wav,Blue Tarp Blues,Sonny Landreth,From the Reach
2008/01/01/1199167200714_41096.wav,Underneath,Alanis Morissette,Underneath - Single
2008/01/01/1199167200714_49951.wav,Posters,Jack Johnson,Brushfire Fairytales (Remastered) [Bonus Version]
2008/01/01/1199167200714_70238.wav,Wait a Minute,The Pussycat Dolls,PCD
2008/01/01/1199167200715_14531.wav,I'm With You,Avril Lavigne,Let Go
2008/01/01/1199167200715_77966.wav,Don't Speak,No Doubt,Tragic Kingdom
2008/01/01/1199167200716_71688.wav,100 Years,Five for Fighting,The Battle for Everything
2008/01/01/1199167200717_18558.wav,"Sail On, Sailor (Remastered 2005)",The Beach Boys,The Warmth of the Sun
2008/01/01/1199167200717_24837.wav,Whine Up,Kat DeLuna featuring Elephant Man,Whine Up (Remixes) - EP
2008/01/01/1199167200717_59130.wav,When You Say Nothing at All,Alison Krauss & Union Station,Alison Krauss & Union Station: Live
2008/01/01/1199167200717_88272.wav,Time of Your Song,Matisyahu,Youth
2008/01/01/1199167200718_61707.wav,Get Like Me,"David Banner, Chris Brown & Yung Joc",The Greatest Story Ever Told
2008/01/01/1199167200718_93424.wav,Girl,Destiny's Child,Destiny Fulfilled
2008/01/01/1199167200719_49149.wav,She Hates Me,Puddle of Mudd,Come Clean
2008/01/01/1199167200719_75714.wav,Box Full of Letters,Wilco,A.M.
2008/01/01/1199167200719_78291.wav,My Back Pages,The Byrds,Greatest Hits
2008/01/01/1199167200719_98577.wav,Somewhere Only We Know,Keane,Hopes and Fears
2008/01/01/1199167200721_25161.wav,Bennie and the Jets,Elton John,Goodbye Yellow Brick Road
2008/01/01/1199167200721_36592.wav,Simple Love,Alison Krauss,A Hundred Miles or More - A Collection
2008/01/01/1199167200722_41744.wav,Twinkle Twinkle Little Star,Karen Banks-Lubicz,Songs For Wiggleworms
2008/01/01/1199167200722_44321.wav,Crying Out for Me,Mario,Crying Out for Me - Single
2008/01/01/1199167200723_38042.wav,Bottle It Up,Sara Bareilles,Little Voice
2008/01/01/1199167200724_22908.wav,Won't Go Home Without You,Maroon 5,It Won't Be Soon Before Long
2008/01/01/1199167200724_52050.wav,Crying Out for Me,Mario,Crying Out for Me - Single
2008/01/01/1199167200724_74912.wav,Goodbye Yellow Brick Road,Elton John,Goodbye Yellow Brick Road
2008/01/01/1199167200724_83767.wav,1979,Smashing Pumpkins,Mellon Collie and the Infinite Sadness
2008/01/01/1199167200725_57202.wav,Cry Me a River,Ella Fitzgerald,Love Letters from Ella: The Never-Before-Heard Recordings
2008/01/01/1199167200726_33214.wav,Your Love,The Outfield,Super Hits
2008/01/01/1199167200726_44645.wav,Cry Lonely,Cross Canadian Ragweed,Mission California
2008/01/01/1199167200726_56076.wav,Party People,Nelly,Brass Knuckles
2008/01/01/1199167200727_20656.wav,Customer,Raheem DeVaughn,Love Behind the Melody
2008/01/01/1199167200727_29511.wav,Those Three Days,Lucinda Williams,World Without Tears
2008/01/01/1199167200727_49797.wav,Elderly Woman Behind the Counter In a Small Town,Pearl Jam,Vs.
2008/01/01/1199167200727_96649.wav,Beautiful Girls,Sean Kingston,Sean Kingston
2008/01/01/1199167200727_99225.wav,Pressure Drop,Toots & The Maytals,The Very Best of Toots & the Maytals
2008/01/01/1199167200728_54950.wav,Here Without You,3 Doors Down,Away from the Sun
